filename,time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec)
xa.s12.00.mhz.1971-10-31HR00_evid00045.csv,1971-10-31T05:59:58.608679,21598.18867924528
xa.s12.00.mhz.1971-10-31HR00_evid00045.csv,1971-10-31T06:07:28.570943,22048.150943396227
xa.s12.00.mhz.1971-10-31HR00_evid00045.csv,1971-10-31T06:29:58.457736,23398.03773584905
xa.s12.00.mhz.1971-11-14HR00_evid00046.csv,1971-11-14T09:59:57.583132,35996.981132075474
xa.s12.00.mhz.1972-01-04HR00_evid00049.csv,1972-01-04T06:29:58.154736,23398.03773584905
xa.s12.00.mhz.1972-01-04HR00_evid00049.csv,1972-01-04T14:14:55.815113,51295.698113207545
xa.s12.00.mhz.1972-01-04HR00_evid00049.csv,1972-01-04T14:22:25.777377,51745.660377358494
xa.s12.00.mhz.1972-01-04HR00_evid00049.csv,1972-01-04T14:59:55.588698,53995.47169811321
xa.s12.00.mhz.1972-01-04HR00_evid00049.csv,1972-01-04T15:14:55.513226,54895.39623
xa.s12.00.mhz.1972-01-04HR00_evid00049.csv,1972-01-04T15:44:55.362283,56695.24528301887
xa.s12.00.mhz.1972-01-04HR00_evid00049.csv,1972-01-04T15:52:25.324547,57145.20754716981
xa.s12.00.mhz.1972-03-12HR00_evid00052.csv,1972-03-12T07:52:28.039642,28347.622641509435
xa.s12.00.mhz.1972-03-12HR00_evid00052.csv,1972-03-12T07:59:58.001906,28797.584905660377
xa.s12.00.mhz.1972-03-12HR00_evid00052.csv,1972-03-12T13:59:56.190585,50395.77358490566
xa.s12.00.mhz.1972-03-12HR00_evid00052.csv,1972-03-12T14:14:56.115113,51295.698113207545
